"名前","値","許可された値","変更可能","送信元","適用タイプ","データ型","説明","ApplyMethod","MinimumEngineVersion"
"performance_schema_show_processlist",,"0,1",true,"engine-default","dynamic","boolean","The SHOW PROCESSLIST statement provides process information by collecting thread data from all active threads. To see how this parameter affect how this information is gatehred please consult the MySQL documentation","pending-reboot",
"performance_schema_users_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows in the users table.","pending-reboot",
"pid_file","/rdsdbdata/log/mysql-{EndPointPort}.pid",,false,"system","static","string","The path name of the process ID file. This file is used by other programs such as MySQLd_safe to determine the server's process ID.","pending-reboot",
"plugin_dir",,,false,"system","static","string","Directory searched by systems dynamic linker for UDF object files. Otherwise, user-defined function object files must be located the default directory.","pending-reboot",
"port","{EndPointPort}",,false,"system","static","integer","The number of the port on which the server listens for TCP/IP connections.","pending-reboot",
"preload_buffer_size",,"1024-1073741824",true,"engine-default","dynamic","integer","The size of the buffer that is allocated when preloading indexes.","pending-reboot",
"profiling_history_size",,"0-100",true,"engine-default","dynamic","integer","The number of statements for which to maintain profiling if profiling is enabled.","pending-reboot",
"query_alloc_block_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","The allocation size of memory blocks that are allocated for objects created during statement parsing and execution. May help resolve fragmentation problems.","pending-reboot",
"query_prealloc_size",,"8192-18446744073709547520",true,"engine-default","dynamic","integer","Increased size might help improve perf for complex queries (i.e. Reduces server memory allocation)","pending-reboot",
"range_alloc_block_size",,"4096-18446744073709547520",true,"engine-default","dynamic","integer","The size of blocks that are allocated when doing range optimization.","pending-reboot",
"range_optimizer_max_mem_size",,"0-18446744073709551615",true,"engine-default","dynamic","integer","The limit on memory consumption for the range optimizer.","pending-reboot",
"rds.change_data_capture_streaming",,"0,1",true,"system","static","boolean","Enable/disable change data capture streaming.","pending-reboot",
"read_buffer_size","262144","8200-2147479552",true,"system","dynamic","integer","Each thread that does a sequential scan allocates this buffer. Increased value may help perf if performing many sequential scans.","pending-reboot",
"read_only","0","0,1",true,"system","dynamic","boolean","When it is enabled, the server permits no updates except from updates performed by replica threads.","pending-reboot",
"read_rnd_buffer_size","524288","8200-2147479552",true,"system","dynamic","integer","Avoids disk reads when reading rows in sorted order following a key-sort operation. Large values can improve ORDER BY perf.","pending-reboot",
"regexp_stack_limit",,"0-2147483647",true,"engine-default","dynamic","integer","Stack size limit for regular expressions matches.","pending-reboot",
"regexp_time_limit",,"0-2147483647",true,"engine-default","dynamic","integer","Timeout for regular expressions matches, in steps of the match engine, typically on the order of milliseconds","pending-reboot",
"relay-log","/rdsdbdata/log/relaylog/relaylog",,false,"system","static","string","The basename for the relay log.","pending-reboot",
"relay_log_recovery","1","0,1",false,"system","dynamic","boolean","Enables automatic relay log recovery immediately following server startup.","pending-reboot",
"relay-log-space-limit",,"0-4294967295",true,"engine-default","static","integer","The maximum amount of space to use for all relay logs.","pending-reboot",
"replica_checkpoint_group",,"32-524280",true,"engine-default","dynamic","integer","Sets the maximum number of transactions that can be processed by a multi-threaded replica before a checkpoint operation is called to update its status as shown by SHOW REPLICA STATUS.","pending-reboot",
"replica_checkpoint_period",,"1-4294967295",true,"engine-default","dynamic","integer","Sets the maximum time (in milliseconds) that is allowed to pass before a checkpoint operation is called to update the status of a multi-threaded replica as shown by SHOW REPLICA STATUS.","pending-reboot",
"replica_parallel_type",,"DATABASE,LOGICAL_CLOCK",true,"engine-default","dynamic","string","Enable parallel execution on the replica of all uncommitted threads already in the prepare phase, without violating consistency.","pending-reboot",
"replica_parallel_workers",,"0-1024",true,"engine-default","dynamic","integer","Sets the number of replica worker threads for executing replication events (transactions) in parallel. Setting this variable to 0 (the default) disables parallel execution.","pending-reboot",
"replica_pending_jobs_size_max",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","For multithreaded replicas, this option sets the maximum amount of memory (in bytes) available to replica worker queues holding events not yet applied.","pending-reboot",
"replica_preserve_commit_order",,"ON,OFF",true,"engine-default","dynamic","string","For a replica with binary logging enabled, setting replica_preserve_commit_order=1 guarantees transactions are written to the replica binary log in the same order they appear in the relay logs","pending-reboot",
"replica-skip-errors",,"OFF,all,ddl_exist_errors,<integer>",true,"engine-default","static","list","This variable causes the replica SQL thread to continue replication when a statement returns any of the errors listed in the variable value.","pending-reboot",
"replica_sql_verify_checksum",,"0,1",true,"engine-default","dynamic","boolean","When this option is enabled, the replica examines checksums read from the relay log, in the event of a mismatch, the replica stops with an error.","pending-reboot",
"replicate-do-db",,,true,"engine-default","dynamic","list","Creates a replication filter using the name of a database","pending-reboot",
"replicate-do-table",,,true,"engine-default","dynamic","list","Creates a replication filter using the name of a table","pending-reboot",
"replicate-ignore-db",,,true,"engine-default","dynamic","list","Creates a replication ignore filter using the name of a database","pending-reboot",
"replicate-ignore-table",,,true,"engine-default","dynamic","list","Creates a replication ignore filter using the name of a table","pending-reboot",
"replicate-wild-do-table",,,true,"engine-default","dynamic","list","Creates a replication filter using the pattern of a table name","pending-reboot",
"replicate-wild-ignore-table",,,true,"engine-default","dynamic","list","Creates a replication ignore filter using the pattern of a table name","pending-reboot",
"replica_transaction_retries",,"0-4294967295",true,"engine-default","dynamic","integer","Sets the maximum number of times for replication SQL threads on a single-threaded or multithreaded replica to automatically retry failed transactions before stopping.","pending-reboot",
"replica_type_conversions",,"ALL_LOSSY, ALL_NON_LOSSY, ALL_SIGNED, ALL_UNSIGNED",true,"engine-default","static","list","Set of replica type conversions that are enabled. Legal values are: ALL_LOSSY to enable lossy conversions and ALL_NON_LOSSY to enable non-lossy conversions. If the variable is assigned the empty set, no conversions are allowed and it is expected that the types match exactly.","pending-reboot",
"require_secure_transport",,"ON,OFF",true,"engine-default","dynamic","string","Whether client connections to the server are required to use some form of secure transport.","pending-reboot",
"rpl_read_size",,"8192-4294959104",true,"engine-default","dynamic","integer","Sets the minimum amount of data in bytes which is read from binary log files and relay log files.","pending-reboot",
"safe-user-create",,"0,1",true,"engine-default","static","boolean","If this option is enabled, a user cannot create new MySQL users by using the GRANT  statement unless the user has the INSERT privilege for the mysql.user table or any column in the table.","pending-reboot",
"schema_definition_cache",,"256-524288",true,"engine-default","dynamic","integer","Defines a limit for the number of schema definition objects, both used and unused, that can be kept in the dictionary object cache.","pending-reboot",
"secure_file_priv","/tmp",,false,"system","static","string","Limits the effect of LOAD_FILE(), LOAD_DATA, and SELECT ??? INTO OUTFILE to specified directory.","pending-reboot",
"server_audit_events",,"CONNECT,QUERY,QUERY_DCL,QUERY_DDL,QUERY_DML,TABLE",true,"engine-default","dynamic","list","If set it specifies the set of types of events to log","pending-reboot",
"server_audit_excl_users",,,true,"engine-default","dynamic","string","If not empty, it contains the list of users whose activity will NOT be logged","pending-reboot",
"server_audit_incl_users",,,true,"engine-default","dynamic","string","If not empty, it contains a comma-delimited list of users whose activity will be logged","pending-reboot",
"server_audit_logging",,"0,1",true,"engine-default","dynamic","boolean","Enables audit logging","pending-reboot",
"server_audit_logs_upload","0","0,1",true,"engine-default","dynamic","boolean","Enables audit log upload to CloudWatch Logs","pending-reboot",
"server_id","{ServerId}",,false,"system","dynamic","integer","Integer value used to identify the instance in a replication group","pending-reboot",
"skip-character-set-client-handshake",,"0,1",true,"engine-default","static","boolean","Ignore character set information sent by the client.","pending-reboot",
"skip_external_locking",,"0,1",false,"engine-default","static","boolean","Uses OS locking instead of internal","pending-reboot",
"skip_name_resolve","1","0,1",false,"system","static","boolean","Host names are not resolved. All Host column values in the grant tables must be IP numbers or localhost.","pending-reboot",
"skip-replica-start","1","0,1",false,"system","static","boolean","Tells the replica server not to start the replica threads when the server starts.","pending-reboot",
"skip_show_database",,"0,1",true,"engine-default","static","boolean","SHOW DATABASES statement is allowed only to users who have the SHOW DATABASES privilege","pending-reboot",
"slow_launch_time",,"0-31536000",true,"engine-default","dynamic","integer","Increments Slow_launch_threads if creating thread takes longer than this many seconds.","pending-reboot",
"slow_query_log",,"0,1",true,"engine-default","dynamic","boolean","Enable or disable the slow query log","pending-reboot",
"slow_query_log_file","/rdsdbdata/log/slowquery/mysql-slowquery.log",,false,"system","dynamic","string","Location of the mysql slow query log file.","pending-reboot",
"socket","/tmp/mysql.sock",,false,"system","static","string","(UNIX) socket file and (WINDOWS) named pipe used for local connections.","pending-reboot",
"sort_buffer_size",,"32768-18446744073709551615",true,"engine-default","dynamic","integer","Larger value improves perf for ORDER BY or GROUP BY operations.","pending-reboot",
"source_verify_checksum",,"0,1",true,"engine-default","dynamic","boolean","Enabling this variable causes the source to examine checksums when reading from the binary log.","pending-reboot",
"sql_mode","0","0,ANSI,ALLOW_INVALID_DATES,ANSI_QUOTES,ERROR_FOR_DIVISION_BY_ZERO,HIGH_NOT_PRECEDENCE,IGNORE_SPACE,NO_AUTO_VALUE_ON_ZERO,NO_BACKSLASH_ESCAPES,NO_DIR_IN_CREATE,NO_ENGINE_SUBSTITUTION,NO_UNSIGNED_SUBTRACTION,NO_ZERO_DATE,NO_ZERO_IN_DATE,ONLY_FULL_GROUP_BY,PAD_CHAR_TO_FULL_LENGTH,PIPES_AS_CONCAT,REAL_AS_FLOAT,STRICT_ALL_TABLES,STRICT_TRANS_TABLES,TRADITIONAL,TIME_TRUNCATE_FRACTIONAL",true,"system","dynamic","list","Current SQL Server Mode.","pending-reboot",
"sql_select_limit",,"0-18446744073709551615",true,"engine-default","dynamic","integer","The maximum number of rows to return from SELECT statements.","pending-reboot",
"stored_program_cache",,"256-524288",true,"engine-default","dynamic","integer","Sets a soft upper limit for the number of cached stored routines per connection.","pending-reboot",
"stored_program_definition_cache",,"256-524288",true,"engine-default","dynamic","integer","Defines a limit for the number of stored program definition objects, both used and unused, that can be kept in the dictionary object cache.","pending-reboot",
"sync_binlog","1","0-18446744073709547520",false,"system","dynamic","integer","Sync binlog (MySQL flush to disk or rely on OS)","pending-reboot",
"sync_relay_log_info",,"0-18446744073709547520",true,"engine-default","dynamic","integer","The number of transactions after which the replica updates the applier metadata repository. A zero value means that the file contents are only flushed by the operating system.","pending-reboot",
"sync_source_info",,"0-18446744073709547520",true,"engine-default","dynamic","integer","sync_source_info specifies the number of events after which the replica updates the connection metadata repository","pending-reboot",
"sysdate-is-now",,"0,1",true,"engine-default","static","boolean","Causes SYSYDATE() to be an alias for NOW(). Replication related","pending-reboot",
"table_cache_element_entry_ttl",,"5",false,"engine-default","static","integer","table_cache_element_entry_ttl","pending-reboot",
"table_definition_cache","LEAST({DBInstanceClassMemory/393040}, 20000)","-1,400-524288",true,"engine-default","dynamic","integer","The number of table definitions that can be stored in the definition cache","pending-reboot",
"table_open_cache","LEAST({DBInstanceClassMemory/1179121}, 6000)","1-524288",true,"engine-default","dynamic","integer","The number of open tables for all threads. Increasing this value increases the number of file descriptors.","pending-reboot",
"table_open_cache_instances",,"1-64",true,"engine-default","static","integer","The number of open tables cache instances.","pending-reboot",
"tablespace_definition_cache",,"256-524288",true,"engine-default","dynamic","integer","Defines a limit for the number of tablespace definition objects, both used and unused, that can be kept in the dictionary object cache.","pending-reboot",
"temptable_max_mmap","1073741824","0-18446744073709551615",true,"engine-default","dynamic","integer","Defines the maximum amount of memory (in bytes) the TempTable storage engine is permitted to allocate from memory-mapped temporary files before it starts storing data to InnoDB internal temporary tables on disk. A setting of 0 disables allocation of memory from memory-mapped temporary files.","pending-reboot",
"temptable_max_ram","1073741824","2097152-18446744073709551615",true,"engine-default","dynamic","integer","Defines the maximum amount of memory that can be occupied by the TempTable storage engine before it starts storing data on disk.","pending-reboot",
"temptable_use_mmap","1","0,1",true,"engine-default","dynamic","boolean","Defines whether the TempTable storage engine allocates space for internal in-memory temporary tables as memory-mapped temporary files when the amount of memory occupied by the TempTable storage engine exceeds the limit defined by the temptable_max_ram variable. When temptable_use_mmap is disabled, the TempTable storage engine uses InnoDB on-disk internal temporary tables instead. Deprecated in MySQL Community 8.0.26","pending-reboot",
"thread_cache_size","{DBInstanceClassMemory/1005785088}","0-16384",true,"system","dynamic","integer","Number of threads to be cached. Doesn't improve perf for good thread implementations.","pending-reboot",
"thread_handling","thread-pools","thread-pools,no-threads,one-thread-per-connection,dynamically-loaded",false,"system","static","string","The thread-handling model used by the server for connection threads.","pending-reboot",
"thread_stack","262144","131072-18446744073709547520",true,"engine-default","static","integer","If the thread stack size is too small, it limits the complexity of the SQL statements that the server can handle, the recursion depth of stored procedures, and other memory-consuming actions.","pending-reboot",
"time_zone",,"Africa/Harare,Africa/Monrovia,Africa/Nairobi,Africa/Windhoek,America/Bogota,America/Caracas,America/Chihuahua,America/Cuiaba,America/Denver,America/Fortaleza,America/Guatemala,America/Halifax,America/Manaus,America/Matamoros,America/Monterrey,America/Montevideo,America/Phoenix,America/Tijuana,Asia/Ashgabat,Asia/Baghdad,Asia/Baku,Asia/Bangkok,Asia/Beirut,Asia/Calcutta,Asia/Kabul,Asia/Karachi,Asia/Kathmandu,Asia/Muscat,Asia/Riyadh,Asia/Seoul,Asia/Shanghai,Asia/Singapore,Asia/Taipei,Asia/Tehran,Asia/Tokyo,Asia/Ulaanbaatar,Atlantic/Azores,Australia/Adelaide,Australia/Brisbane,Australia/Darwin,Australia/Hobart,Australia/Perth,Australia/Sydney,Canada/Saskatchewan,Brazil/East,Europe/Amsterdam,Europe/Athens,Europe/Dublin,Europe/Helsinki,Europe/Paris,Europe/Prague,Europe/Sarajevo,Pacific/Auckland,Pacific/Guam,Pacific/Honolulu,Pacific/Samoa,US/Alaska,US/Central,US/Eastern,US/East-Indiana,US/Pacific,UTC",true,"engine-default","dynamic","string","for changing time zone of db server locally","pending-reboot",
"tls_version",,"TLSv1,TLSv1.1,TLSv1.2",true,"engine-default","static","list","The protocols permitted by the server for encrypted connections.","pending-reboot",
"tmpdir","/rdsdbdata/tmp/",,false,"system","static","string","The directory used for temporary files and temporary tables","pending-reboot",
"tmp_table_size",,"1024-18446744073709551615",true,"engine-default","dynamic","integer","If an in-memory temporary table exceeds the limit, MySQL automatically converts it to an on-disk MyISAM table. Increased value can improve perf for many advanced GROUP BY queries.","pending-reboot",
"transaction_alloc_block_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","The amount in bytes by which to increase a per-transaction memory pool which needs memory.","pending-reboot",
"transaction_isolation",,"READ-UNCOMMITTED,READ-COMMITTED,REPEATABLE-READ,SERIALIZABLE",true,"engine-default","dynamic","string","Sets the default isolation level.","pending-reboot",
"transaction_prealloc_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","There is a per-transaction memory pool from which various transaction-related allocations take memory. For every allocation that cannot be satisfied from the pool because it has insufficient memory available, the pool is incremented.","pending-reboot",
"updatable_views_with_limit",,"0,1",true,"engine-default","dynamic","boolean","This variable controls whether updates to a view can be made when the view does not contain all columns of the primary key defined in the underlying table, if the update statement contains a LIMIT clause (Often generated by GUI tools).","pending-reboot",
"validate-password",,"ON,OFF,FORCE,FORCE_PLUS_PERMANENT",false,"engine-default","static","string","This option controls how the server loads the validate_password plugin at startup.","pending-reboot",
"validate_password_dictionary_file",,,false,"engine-default","static","string","The path name of the dictionary file used by the validate_password plugin for checking passwords.","pending-reboot",
"validate_password_length",,"0-2147483647",false,"engine-default","dynamic","integer","The path name of the dictionary file used by the validate_password plugin for checking passwords.","pending-reboot",
"validate_password_mixed_case_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of lowercase and uppercase characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger.","pending-reboot",
"validate_password_number_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of numeric (digit) characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger.","pending-reboot",
"validate_password_policy",,"LOW,MEDIUM,STRONG",false,"engine-default","dynamic","string","The password policy enforced by the validate_password plugin.","pending-reboot",
"validate_password_special_char_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of nonalphanumeric characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger.","pending-reboot",
"wait_timeout",,"1-31536000",true,"engine-default","dynamic","integer","The number of seconds the server waits for activity on a non-interactive TCP/IP or UNIX File connection before closing it.","pending-reboot",
"windowing_use_high_precision",,"0,1",true,"engine-default","dynamic","boolean","For SQL window functions, determines whether to enable inversion optimization for moving window frames also for floating values.","pending-reboot",
