"名前","値","許可された値","変更可能","送信元","適用タイプ","データ型","説明","ApplyMethod","MinimumEngineVersion"
"slave_checkpoint_group",,"32-524280",true,"engine-default","dynamic","integer","Sets the maximum number of transactions that can be processed by a multi-threaded slave before a checkpoint operation is called to update its status as shown by SHOW SLAVE STATUS.","pending-reboot",
"slave_checkpoint_period",,"1-4294967295",true,"engine-default","dynamic","integer","Sets the maximum time (in milliseconds) that is allowed to pass before a checkpoint operation is called to update the status of a multi-threaded slave as shown by SHOW SLAVE STATUS.","pending-reboot",
"slave_parallel_workers",,"0-1024",true,"engine-default","dynamic","integer","Sets the number of slave worker threads for executing replication events (transactions) in parallel. Setting this variable to 0 (the default) disables parallel execution.","pending-reboot",
"slave_pending_jobs_size_max",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","For multithreaded slaves, this option sets the maximum amount of memory (in bytes) available to slave worker queues holding events not yet applied.","pending-reboot",
"slave_sql_verify_checksum",,"0,1",true,"engine-default","dynamic","boolean","When this option is enabled, the slave examines checksums read from the relay log, in the event of a mismatch, the slave stops with an error.","pending-reboot",
"slave_type_conversions",,"ALL_LOSSY, ALL_NON_LOSSY",true,"engine-default","static","list","Set of slave type conversions that are enabled. Legal values are: ALL_LOSSY to enable lossy conversions and ALL_NON_LOSSY to enable non-lossy conversions. If the variable is assigned the empty set, no conversions are allowed and it is expected that the types match exactly.","immediate",
"slow_launch_time",,"0-31536000",true,"engine-default","dynamic","integer","Increments Slow_launch_threads if creating thread takes longer than this many seconds.","pending-reboot",
"slow_query_log",,"0,1",true,"engine-default","dynamic","boolean","Enable or disable the slow query log","pending-reboot",
"slow_query_log_file","/rdsdbdata/log/slowquery/mysql-slowquery.log",,false,"system","dynamic","string","Location of the mysql slow query log file.","pending-reboot",
"socket","/tmp/mysql.sock",,false,"system","static","string","(UNIX) socket file and (WINDOWS) named pipe used for local connections.","pending-reboot",
"sort_buffer_size",,"32768-18446744073709551615",true,"engine-default","dynamic","integer","Larger value improves perf for ORDER BY or GROUP BY operations.","pending-reboot",
"sql_mode","0","0,ANSI,ALLOW_INVALID_DATES,ANSI_QUOTES,ERROR_FOR_DIVISION_BY_ZERO,HIGH_NOT_PRECEDENCE,IGNORE_SPACE,NO_AUTO_CREATE_USER,NO_AUTO_VALUE_ON_ZERO,NO_BACKSLASH_ESCAPES,NO_DIR_IN_CREATE,NO_ENGINE_SUBSTITUTION,NO_FIELD_OPTIONS,NO_KEY_OPTIONS,NO_TABLE_OPTIONS,NO_UNSIGNED_SUBTRACTION,NO_ZERO_DATE,NO_ZERO_IN_DATE,ONLY_FULL_GROUP_BY,PAD_CHAR_TO_FULL_LENGTH,PIPES_AS_CONCAT,REAL_AS_FLOAT,STRICT_ALL_TABLES,STRICT_TRANS_TABLES,TRADITIONAL",true,"system","dynamic","list","Current SQL Server Mode.","pending-reboot",
"sql_select_limit",,"0-18446744073709551615",true,"engine-default","dynamic","integer","The maximum number of rows to return from SELECT statements.","pending-reboot",
"ssl_cipher","AES256-SHA,AES128-SHA,DES-CBC3-SHA,ADH-DES-CBC3-SHA,EDH-RSA-DES-CBC3-SHA,EDH-DSS-DES-CBC3-SHA,ADH-AES256-SHA,DHE-RSA-AES256-SHA,DHE-DSS-AES256-SHA,ADH-AES128-SHA,DHE-RSA-AES128-SHA,DHE-DSS-AES128-SHA,HIGH","AES256-SHA,AES128-SHA,DES-CBC3-SHA,ADH-DES-CBC3-SHA,EDH-RSA-DES-CBC3-SHA,EDH-DSS-DES-CBC3-SHA,ADH-AES256-SHA,DHE-RSA-AES256-SHA,DHE-DSS-AES256-SHA,ADH-AES128-SHA,DHE-RSA-AES128-SHA,DHE-DSS-AES128-SHA,HIGH",true,"system","static","list","The list of permissible ciphers for connection encryption.","pending-reboot",
"stored_program_cache",,"256-524288",true,"engine-default","dynamic","integer","Sets a soft upper limit for the number of cached stored routines per connection.","pending-reboot",
"sync_binlog","1","0-18446744073709547520",false,"system","dynamic","integer","Sync binlog (MySQL flush to disk or rely on OS)","pending-reboot",
"sync_frm",,"0,1",true,"engine-default","dynamic","boolean","For non-temporary tables controls if .frm file is sync'ed to disk.","pending-reboot",
"sync_master_info",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, a replication slave synchronizes its master.info file to disk (using fdatasync()) after every sync_master_info events.","pending-reboot",
"sync_relay_log",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, the MySQL server synchronizes its relay log to disk (using fdatasync()) after every sync_relay_log writes to the relay log.","pending-reboot",
"sync_relay_log_info",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, a replication slave synchronizes its relay-log.info file to disk (using fdatasync()) after every sync_relay_log_info transactions.","pending-reboot",
"sysdate-is-now",,"0,1",true,"engine-default","static","boolean","Causes SYSYDATE() to be an alias for NOW(). Replication related","pending-reboot",
"table_cache_element_entry_ttl",,"5",false,"engine-default","static","integer","table_cache_element_entry_ttl","pending-reboot",
"table_definition_cache","LEAST({DBInstanceClassMemory/393040}, 20000)","-1,400-524288",true,"engine-default","dynamic","integer","The number of table definitions that can be stored in the definition cache","pending-reboot",
"table_open_cache","LEAST({DBInstanceClassMemory/1179121}, 6000)","1-524288",true,"engine-default","dynamic","integer","The number of open tables for all threads. Increasing this value increases the number of file descriptors.","pending-reboot",
"table_open_cache_instances",,"1-64",true,"engine-default","static","integer","The number of open tables cache instances.","pending-reboot",
"temp-pool",,"0,1",true,"engine-default","static","boolean","This option causes most temporary files created by the server to use a small set of names, rather than a unique name for each new file. This works around a problem in the Linux kernel dealing with creating many new files with different names.","pending-reboot",
"thread_cache_size","{DBInstanceClassMemory/1005785088}","0-16384",true,"system","dynamic","integer","Number of threads to be cached. Doesn't improve perf for good thread implementations.","pending-reboot",
"thread_handling","multiple-connections-per-thread","multiple-connections-per-thread,no-threads,one-thread-per-connection,dynamically-loaded",false,"system","static","string","The thread-handling model used by the server for connection threads.","pending-reboot",
"thread_stack","262144","131072-18446744073709547520",true,"engine-default","static","integer","If the thread stack size is too small, it limits the complexity of the SQL statements that the server can handle, the recursion depth of stored procedures, and other memory-consuming actions.","pending-reboot",
"timed_mutexes",,"0,1",true,"engine-default","dynamic","boolean","Controls whether innodb mutexes are timed out. ","pending-reboot",
"time_zone",,"Africa/Harare,Africa/Monrovia,Africa/Nairobi,Africa/Windhoek,America/Bogota,America/Caracas,America/Chihuahua,America/Cuiaba,America/Denver,America/Fortaleza,America/Guatemala,America/Halifax,America/Manaus,America/Matamoros,America/Monterrey,America/Montevideo,America/Phoenix,America/Tijuana,Asia/Ashgabat,Asia/Baghdad,Asia/Baku,Asia/Bangkok,Asia/Beirut,Asia/Calcutta,Asia/Kabul,Asia/Karachi,Asia/Kathmandu,Asia/Muscat,Asia/Riyadh,Asia/Seoul,Asia/Shanghai,Asia/Singapore,Asia/Taipei,Asia/Tehran,Asia/Tokyo,Asia/Ulaanbaatar,Atlantic/Azores,Australia/Adelaide,Australia/Brisbane,Australia/Darwin,Australia/Hobart,Australia/Perth,Australia/Sydney,Canada/Saskatchewan,Brazil/East,Europe/Amsterdam,Europe/Athens,Europe/Dublin,Europe/Helsinki,Europe/Paris,Europe/Prague,Europe/Sarajevo,Pacific/Auckland,Pacific/Guam,Pacific/Honolulu,Pacific/Samoa,US/Alaska,US/Central,US/Eastern,US/East-Indiana,US/Pacific,UTC",true,"engine-default","dynamic","string","for changing time zone of db server locally","pending-reboot",
"tmpdir","/rdsdbdata/tmp/",,false,"system","static","string","The directory used for temporary files and temporary tables","pending-reboot",
"tmp_table_size",,"1024-18446744073709551615",true,"engine-default","dynamic","integer","If an in-memory temporary table exceeds the limit, MySQL automatically converts it to an on-disk MyISAM table. Increased value can improve perf for many advanced GROUP BY queries.","pending-reboot",
"transaction_alloc_block_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","The amount in bytes by which to increase a per-transaction memory pool which needs memory.","pending-reboot",
"transaction_prealloc_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","There is a per-transaction memory pool from which various transaction-related allocations take memory. For every allocation that cannot be satisfied from the pool because it has insufficient memory available, the pool is incremented.","pending-reboot",
"tx_isolation",,"READ-UNCOMMITTED,READ-COMMITTED,REPEATABLE-READ,SERIALIZABLE",true,"engine-default","dynamic","string","Sets the default transaction isolation level.","pending-reboot",
"updatable_views_with_limit",,"0,1",true,"engine-default","dynamic","boolean","This variable controls whether updates to a view can be made when the view does not contain all columns of the primary key defined in the underlying table, if the update statement contains a LIMIT clause (Often generated by GUI tools).","pending-reboot",
"validate-password",,"ON,OFF,FORCE,FORCE_PLUS_PERMANENT",false,"engine-default","static","string","This option controls how the server loads the validate_password plugin at startup.","pending-reboot",
"validate_password_dictionary_file",,,false,"engine-default","static","string","The path name of the dictionary file used by the validate_password plugin for checking passwords.","pending-reboot",
"validate_password_length",,"0-2147483647",false,"engine-default","dynamic","integer","The path name of the dictionary file used by the validate_password plugin for checking passwords.","pending-reboot",
"validate_password_mixed_case_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of lowercase and uppercase characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger.","pending-reboot",
"validate_password_number_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of numeric (digit) characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger.","pending-reboot",
"validate_password_policy",,"LOW,MEDIUM,STRONG",false,"engine-default","dynamic","string","The password policy enforced by the validate_password plugin.","pending-reboot",
"validate_password_special_char_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of nonalphanumeric characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger.","pending-reboot",
"wait_timeout",,"1-31536000",true,"engine-default","dynamic","integer","The number of seconds the server waits for activity on a non-interactive TCP/IP or UNIX File connection before closing it.","pending-reboot",
